Repository,Issue Title,Issue URL
smistad/FAST,Color set in MeshVertex is not used by VertexRenderer,https://github.com/smistad/FAST/issues/165
smistad/FAST,Vulnerable shared libraries might make pyFAST vulnerable. Can you help upgrade to patch versions?,https://github.com/smistad/FAST/issues/155
smistad/FAST,MacOS Running issue,https://github.com/smistad/FAST/issues/154
smistad/FAST,Concatenation method,https://github.com/smistad/FAST/issues/143
smistad/FAST,setup for windows debug build,https://github.com/smistad/FAST/issues/133
smistad/FAST,Us3Dhybrid,https://github.com/smistad/FAST/pull/65
smistad/FAST,Spatialfiltering,https://github.com/smistad/FAST/pull/60
AlexImmer/Laplace,Implement support for BCEWithLogitsLoss,https://github.com/aleximmer/Laplace/issues/130
AlexImmer/Laplace,Laplace Subnetwork with timm library model,https://github.com/aleximmer/Laplace/issues/128
AlexImmer/Laplace,Can't use subnetwork inference on custom module,https://github.com/aleximmer/Laplace/issues/127
AlexImmer/Laplace,github actions / poetry,https://github.com/aleximmer/Laplace/pull/124
AlexImmer/Laplace,Weird issue when Laplace is inside class/function,https://github.com/aleximmer/Laplace/issues/122
AlexImmer/Laplace,Are customized loss functions/layers supported?,https://github.com/aleximmer/Laplace/issues/119
AlexImmer/Laplace,[Discussion] Last-layer Laplace for img2img problem,https://github.com/aleximmer/Laplace/issues/118
AlexImmer/Laplace,Feature Request - Implementation for BERT,https://github.com/aleximmer/Laplace/issues/114
AlexImmer/Laplace,Help for Running Laplace on Image Segmentation Tasks,https://github.com/aleximmer/Laplace/issues/111
AlexImmer/Laplace,Subnetwork and Marginal Likelihood for Prior Precision estimation,https://github.com/aleximmer/Laplace/issues/109
AlexImmer/Laplace,The role of the prior,https://github.com/aleximmer/Laplace/issues/108
AlexImmer/Laplace,Implement (last-layer) refinement,https://github.com/aleximmer/Laplace/issues/106
AlexImmer/Laplace,Add default Jacobians and individual gradients to curvature,https://github.com/aleximmer/Laplace/issues/105
AlexImmer/Laplace,Add check for `optimize_prior_precision()` arguments,https://github.com/aleximmer/Laplace/issues/103
AlexImmer/Laplace,"Regression covariance is only diagonal, with the same value across it",https://github.com/aleximmer/Laplace/issues/100
AlexImmer/Laplace,Support ASDL for regression,https://github.com/aleximmer/Laplace/issues/97
AlexImmer/Laplace,Change mean to mean_subnet in SubnetLaplace,https://github.com/aleximmer/Laplace/issues/89
AlexImmer/Laplace,List constraints on the data loader passed to fit(),https://github.com/aleximmer/Laplace/issues/83
AlexImmer/Laplace,Explain constraints of the different backends in docs,https://github.com/aleximmer/Laplace/issues/82
AlexImmer/Laplace,Add descriptive error message for out-of-memory errors,https://github.com/aleximmer/Laplace/issues/81
AlexImmer/Laplace,Add __all__ to all files,https://github.com/aleximmer/Laplace/issues/80
AlexImmer/Laplace,Test how the backends handle models with learnable BatchNorm parameters,https://github.com/aleximmer/Laplace/issues/77
AlexImmer/Laplace,Add references to docstrings,https://github.com/aleximmer/Laplace/issues/75
AlexImmer/Laplace,Add option to tune the prior precision by optimising the NLL on a validation set,https://github.com/aleximmer/Laplace/issues/70
AlexImmer/Laplace,Add support for type hints,https://github.com/aleximmer/Laplace/issues/68
AlexImmer/Laplace,[WIP] Proposal for black code style,https://github.com/aleximmer/Laplace/pull/63
AlexImmer/Laplace,Decomposition of uncertainty for classification,https://github.com/aleximmer/Laplace/issues/59
AlexImmer/Laplace,Functional laplace,https://github.com/aleximmer/Laplace/pull/55
AlexImmer/Laplace,Example: continual learning on toy data,https://github.com/aleximmer/Laplace/issues/50
AlexImmer/Laplace,Joint posterior predictive over inputs,https://github.com/aleximmer/Laplace/issues/48
FunctionLab/selene,version update,https://github.com/FunctionLab/selene/issues/193
FunctionLab/selene,"print selene_sdk version, add config and model file to output, add ra…",https://github.com/FunctionLab/selene/pull/191
FunctionLab/selene,Model source code file should be copied to the output directory,https://github.com/FunctionLab/selene/issues/190
FunctionLab/selene,Loggers never close,https://github.com/FunctionLab/selene/issues/189
FunctionLab/selene,Updating seqweaver,https://github.com/FunctionLab/selene/pull/188
FunctionLab/selene,Variant effect prediction REF mismatch,https://github.com/FunctionLab/selene/issues/187
FunctionLab/selene,model is suitable for classification？,https://github.com/FunctionLab/selene/issues/182
FunctionLab/selene,Support multi-inputs,https://github.com/FunctionLab/selene/pull/163
FunctionLab/selene,Support NN models with multiple inputs,https://github.com/FunctionLab/selene/issues/161
FunctionLab/selene,Support for non-classifier models in IntervalSampler and RandomSampler,https://github.com/FunctionLab/selene/issues/148
FunctionLab/selene,Train and evaluate without `evalute_model` initialization in config does not work,https://github.com/FunctionLab/selene/issues/146
FunctionLab/selene,MPRA tutorial - testing r2 with CPU not agreeing with GPUs.,https://github.com/FunctionLab/selene/issues/145
FunctionLab/selene,Prediction functions crash when filtered input is empty,https://github.com/FunctionLab/selene/issues/136
FunctionLab/selene,add parameter to append existing columns in VCF to output files in variant effect prediction,https://github.com/FunctionLab/selene/issues/129
FunctionLab/selene,Fasta file in `quickstart_training` config file conflicts with zenodo,https://github.com/FunctionLab/selene/issues/109
FunctionLab/selene,Add a function to export Selene-trained models to Kipoi,https://github.com/FunctionLab/selene/issues/62
FunctionLab/selene,Support models that predict continuous-valued outputs ,https://github.com/FunctionLab/selene/issues/59
FunctionLab/selene,Add support for circular chromosomes,https://github.com/FunctionLab/selene/issues/51
FunctionLab/selene,"GenomicFeatures should be able to label multiple adjacent ""bins"" in a sequence",https://github.com/FunctionLab/selene/issues/46
FunctionLab/selene,GTF file parser for non-DNA sequence-based training,https://github.com/FunctionLab/selene/issues/45
FunctionLab/selene,"ISM ""interpret"" based on score (diff or logit)",https://github.com/FunctionLab/selene/issues/30
FunctionLab/selene,Adding an RNA sequence class?,https://github.com/FunctionLab/selene/issues/29
FunctionLab/selene,Check for a strand column in the tabix-indexed file,https://github.com/FunctionLab/selene/issues/26
FunctionLab/selene,speed up in silico mutagenesis,https://github.com/FunctionLab/selene/issues/23
FunctionLab/selene,Create a sampler that uses queries from SQL/pandas?,https://github.com/FunctionLab/selene/issues/19
aamini/evidential-deep-learning,behavior of the epistemic uncertainty from the loss is weird for the toy-dataset,https://github.com/aamini/evidential-deep-learning/issues/18
aamini/evidential-deep-learning,Deep Evidential Regression on Toy Dataset,https://github.com/aamini/evidential-deep-learning/issues/17
aamini/evidential-deep-learning,Is possible to add some examples with classification?,https://github.com/aamini/evidential-deep-learning/issues/16
aamini/evidential-deep-learning,Possible error?,https://github.com/aamini/evidential-deep-learning/issues/15
aamini/evidential-deep-learning,Minimum size of training set,https://github.com/aamini/evidential-deep-learning/issues/13
aamini/evidential-deep-learning,Typo in S12 -> S13 ?,https://github.com/aamini/evidential-deep-learning/issues/12
aamini/evidential-deep-learning,var in hello_world.py,https://github.com/aamini/evidential-deep-learning/issues/11
aamini/evidential-deep-learning,TypeError: tf__Dirichlet_SOS() missing 1 required positional argument: 't',https://github.com/aamini/evidential-deep-learning/issues/9
aamini/evidential-deep-learning,evidential DL for anomaly detection in time series,https://github.com/aamini/evidential-deep-learning/issues/7
aamini/evidential-deep-learning,Add pytorch demo script,https://github.com/aamini/evidential-deep-learning/pull/6
aamini/evidential-deep-learning,Loss goes to NaN,https://github.com/aamini/evidential-deep-learning/issues/5
aamini/evidential-deep-learning,Missing `wine` dataset,https://github.com/aamini/evidential-deep-learning/issues/4
aamini/evidential-deep-learning,When is the pytorch version available？,https://github.com/aamini/evidential-deep-learning/issues/2
aamini/evidential-deep-learning,Pytorch implementation,https://github.com/aamini/evidential-deep-learning/pull/1
phuselab/pyVHR,SkinExtractionFaceParsing torch model issue,https://github.com/phuselab/pyVHR/issues/84
phuselab/pyVHR,Missing optional dependency 'pytables'.  Use pip or conda to install pytables,https://github.com/phuselab/pyVHR/issues/83
phuselab/pyVHR,"NameError: name 'os' is not defined  when using vhr.deepRPPG.MTTS_CAN_deep(frames, fps, verb=1)",https://github.com/phuselab/pyVHR/issues/82
phuselab/pyVHR,Preprocessing video for MTTS-CAN,https://github.com/phuselab/pyVHR/issues/81
phuselab/pyVHR,Get the bpm and heart rate variation from a random video.,https://github.com/phuselab/pyVHR/issues/80
phuselab/pyVHR,TypeError: Welch() takes 2 positional arguments but 5 were given.,https://github.com/phuselab/pyVHR/issues/79
phuselab/pyVHR,pip failed to build pybdf,https://github.com/phuselab/pyVHR/issues/78
phuselab/pyVHR,Fixed bug in video frame rate in MAHNOB database file. ,https://github.com/phuselab/pyVHR/pull/77
phuselab/pyVHR,Why not use nomalization in CHROM methond?,https://github.com/phuselab/pyVHR/issues/76
phuselab/pyVHR,Get bpm from a random video,https://github.com/phuselab/pyVHR/issues/75
phuselab/pyVHR,Question about code + output,https://github.com/phuselab/pyVHR/issues/74
phuselab/pyVHR,"UnboundLocalError: local variable 'bvps' referenced before assignment when running ""basic example"" code from main github page",https://github.com/phuselab/pyVHR/issues/73
phuselab/pyVHR,Feasibility Pseudo Live with various Deep Learning based rPPG,https://github.com/phuselab/pyVHR/issues/72
phuselab/pyVHR,scipy version conflict ,https://github.com/phuselab/pyVHR/issues/71
phuselab/pyVHR,"There are two implementations of the Welch() function, which causes confusion.",https://github.com/phuselab/pyVHR/issues/69
phuselab/pyVHR,pyVHR-cpu conda environment,https://github.com/phuselab/pyVHR/issues/65
phuselab/pyVHR,How to download UBFC-Phys,https://github.com/phuselab/pyVHR/issues/61
phuselab/pyVHR,PCA implementation,https://github.com/phuselab/pyVHR/issues/54
phuselab/pyVHR,Fix fortran compiler dependency,https://github.com/phuselab/pyVHR/pull/51
phuselab/pyVHR,pybdf requires fortran compiler,https://github.com/phuselab/pyVHR/issues/50
phuselab/pyVHR,fix multi_method_suite.py,https://github.com/phuselab/pyVHR/pull/43
EricSteinberger/PokerRL,Bump redis from 2.10.6 to 4.4.4,https://github.com/EricSteinberger/PokerRL/pull/28
EricSteinberger/PokerRL,What is lookup table used for ?,https://github.com/EricSteinberger/PokerRL/issues/19
EricSteinberger/PokerRL,DCFR_NN_Losses and Exploitability,https://github.com/EricSteinberger/PokerRL/issues/18
EricSteinberger/PokerRL,Cppwrapper source,https://github.com/EricSteinberger/PokerRL/issues/17
EricSteinberger/PokerRL,Observationspace/Infostate,https://github.com/EricSteinberger/PokerRL/issues/16
EricSteinberger/PokerRL,using a gpu with ray locally.,https://github.com/EricSteinberger/PokerRL/issues/14
LuxDL/Lux.jl,The MNIST Neural ODE example does not work with `ReverseDiffAdjoint`,https://github.com/LuxDL/Lux.jl/issues/407
LuxDL/Lux.jl,Documentation Enhancement Suggestions,https://github.com/LuxDL/Lux.jl/issues/387
LuxDL/Lux.jl,Segfault when using Lux.Conv with CUDA,https://github.com/LuxDL/Lux.jl/issues/386
LuxDL/Lux.jl,DocumenterVitepress module into package ,https://github.com/LuxDL/Lux.jl/issues/385
LuxDL/Lux.jl,Let `connection` in `Parallel` be a layer,https://github.com/LuxDL/Lux.jl/issues/377
LuxDL/Lux.jl,Nested AD doesn't work with ComponentArrays,https://github.com/LuxDL/Lux.jl/issues/286
LuxDL/Lux.jl,Get the full run of a recurrent cell using Lux,https://github.com/LuxDL/Lux.jl/issues/282
LuxDL/Lux.jl,Automatic Differentiation Extensions,https://github.com/LuxDL/Lux.jl/issues/271
LuxDL/Lux.jl,Frozen Weights,https://github.com/LuxDL/Lux.jl/issues/183
LuxDL/Lux.jl,Tracking support for Enzyme.jl,https://github.com/LuxDL/Lux.jl/issues/81
LuxDL/Lux.jl,Performance regressions with ComponentArrays,https://github.com/LuxDL/Lux.jl/issues/49
LuxDL/Lux.jl,Taking PRNGs seriously,https://github.com/LuxDL/Lux.jl/issues/9
LuxDL/Lux.jl,Immutable Arrays,https://github.com/LuxDL/Lux.jl/issues/8
FluxML/GeometricFlux.jl,"CompatHelper: bump compat for GraphSignals to 0.9, (keep existing compat)",https://github.com/FluxML/GeometricFlux.jl/pull/362
FluxML/GeometricFlux.jl,Update compact,https://github.com/FluxML/GeometricFlux.jl/pull/361
FluxML/GeometricFlux.jl,"CompatHelper: bump compat for Optimisers to 0.3, (keep existing compat)",https://github.com/FluxML/GeometricFlux.jl/pull/360
FluxML/GeometricFlux.jl,"CompatHelper: bump compat for Flux to 0.14, (keep existing compat)",https://github.com/FluxML/GeometricFlux.jl/pull/359
